lat;lon;addr:city;addr:country;addr:housenumber;addr:postcode;addr:street;brand;brand:wikidata;brand:wikipedia;cuisine;description;drive_through;name;note;operator;takeaway;wheelchair;bicycle;information;access;wikidata;wikimedia_commons;wikipedia;website;toilets:wheelchair;alt_name;check_date;opening_hours;changing_table;contact:phone;contact:website;delivery;diet:vegetarian;indoor_seating;internet_access;internet_access:fee;kids_area;outdoor_seating;addr:housename;contact:facebook;contact:linkedin;email;payment:museumkaart;phone;heritage;heritage:operator;image;man_made;level;operator:wikidata;wifi;old_name;seamark:harbour:category;seamark:name;seamark:type;harbour;highway;name:fr;direction;capacity;reservation;smoking;toilets:access;backrest;colour;material;seats;delivery:covid19;opening_hours:covid19;takeaway:covid19;description:covid19;payment:cash;payment:maestro;payment:mastercard;contact:mobile;url;contact:email;addr:suburb;sub_category;category
50.46338935;5.754352794;;BE;;;;;;;;;;La vallée du Ninglinspo à Sougné-Remouchamps;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.58662313;5.371494685;;BE;;;;;;;;;;L'entièreté des façades et toitures du château de Warfusée proprement dit et des dépendances des 17e et 18e s., les aménagements et décors des pièces suivantes du corps de logis : vestibule avec escalier tournant à double volée, chapelle axial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;castle;historic
50.10426866;5.870748829;;BE;;;;;;;;;;L'ensemble formé par le tunnel de Bernistap et ses abords;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;yes;historic
50.16613185;5.645482611;;BE;;;;;;;;;;L'ensemble formé par le site du Cheslé et le val de l'Ourthe entre Naboge et Nisramont (+ LA ROCHE-EN-ARDENNE/Samrée et Ortho)(S) et la fortification du Cheslé de Bérisménil, les anciens chemins ainsi que l'ensemble du méandre de l'Ourthe jusqu'à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.47652654;5.58997364;;BE;;;;;;;;;;"Les rochers dits ""Les Tartines""viewpoint";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.6802109;5.239832847;;BE;;;;;;;;;;"L'ensemble formé par les deux tumuli au lieu dit ""Bois des Tombes"" et leurs abords";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.05098408;4.497198269;;BE;;;;;;;;;;"Le site du trou de l'Abîme compris dans l'ensemble formé par le rocher dit ""de la Falaise""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.48167274;4.67352191;;BE;;;;;;;;;;L'ensemble formé par la grotte de l'homme de Spy et les terrains environnants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
50.4596471;4.859118072;;BE;;;;;;;;;;La Citadelle de Namur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fort;historic
49.54573825;5.471829595;;BE;;;;;;;;;;"Le site de Montquintin comprenant:
- les ruines du château;
- la ferme du château;
- le musée gaumais et terrains environnants";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ruins;historic
50.47235115;4.148726325;;BE;;;;;;;;;;"Le charbonnage et la Cité de Bois-du-Luc à Houdeng Aimeries à savoir:
- les carrés ou cité de Bosquet ville;
- le parc du Quinconce;
- les bâtiments industriels du siège Saint Emmanuel;
- les bureaux reconvertis et les ateliers;
- l'hospice;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;industrial;historic
50.42065737;3.986389541;;BE;;;;;;;;;;Les minières néolithiques de silex de Spiennes ainsi que les témoins de l'exploitation du silex à l'époque historique (M) et les minières néolithiques de silex, le village à enceinte néolithique et les vestiges paléolithiques ainsi que les tém;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;archaeological_site;historic
50.43588558;3.837506927;;BE;;;;;;;;;;Le site minier majeur du Grand Hornu (+COLFONTAINE/Wasmes et QUAREGNON/Wasmuel);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;industrial;historic
50.73263301;4.432175986;;BE;;;;;;;;;;Le site de la Forêt de Soignes  (+ WATERLOO/Waterloo);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.48068937;5.582052954;;BE;;;;;;;;;;"Les rochers dits ""Chession""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.7776579;5.675567373;;BE;;;;;;;;;;Le thiers de Lanaye, des Vignes et de Nivelle, sur le versant est de la Montagne Saint-Pierre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.54237666;3.714632317;;BE;;;;;;;;;;Le site de l'ensemble du domaine du château des Princes de Ligne.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.72963107;4.619909308;;BE;;;;;;;;;;Les vestiges de l'ancienne villa romaine;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ruins;historic
50.43991796;5.284503594;;BE;;;;;;;;;;Le château des Comtes de Marchin et ses dépendances: bâtiments bordant la cour d'honneur : portail d'entrée, château, écuries, dépendances (M) et ensemble formé par ledit château, ses dépendances et le parc (S);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;castle;historic
50.3780685;4.439305323;;BE;;;;;;;;;;Le site minier majeur du Bois du Cazier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;industrial;historic
49.83539903;5.026790179;;BE;;;;;;;;;;"La partie de l'ensemble formé par le Tombeau du Géant, situé sur le territoire des communes de Rochehaut et Ucimont, et comprenant les lieux-dits ""Les Grandes Falloiges, les Petites Falloiges, Ravers, Queue de Terme, Fond d'Ucimont, Prés de la Semois";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.63879171;4.995508072;;BE;;;;;;;;;;"L'ensemble formé par les deux tumuli situés dans le ""Bois des Tombes"" et leurs abords";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;archaeological_site;historic
50.22261316;5.675784112;;BE;;;;;;;;;;La fange aux Mochettes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;nature_reserve;leisure
50.57740137;5.407913586;;BE;;;;;;;;;;Les grottes de Lyell et de Rosée;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
50.53765544;5.561051817;;BE;;;;;;;;;;Le plateau de Beaumont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;viewpoint;tourism
50.48062397;5.710673103;;BE;;;;;;;;;;La partie souterraine du site des grottes de Remouchamps (partie 1);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
50.80557152;5.687481599;;BE;;;;;;;;;;Le thier de Caster, sur le versant est de la Montagne Saint-Pierre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;archaeological_site;historic
50.51488023;5.239611286;;BE;;;;;;;;;;"Le site de captage de la source et le chenal d'adduction de l'eau vers la Fontaine du marché de Huy, dite ""le Bassinia""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
50.45482214;3.948101451;;BE;;;;;;;;;;Les vestiges de l'enceinte castrale de l'ancien château comtal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ruins;historic
50.50549508;4.430242967;;BE;;;;;;;;;;Le Castellum à Liberchies-Brunehaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;castle;historic
50.63722148;5.229364362;;BE;;;;;;;;;;Les façades et toitures du Château de Waleffe-Saint-Pierre proprement dit, corps central et ailes en retour ainsi que les aménagements et décors des pièces suivantes : le vestibule et son niveau supérieur, l'escalier d'honneur, la salle à manger,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;castle;historic
50.846667;4.3525;;BE;;1000;;;;;;;;grand-place - Grote markt;;;;;;;;;;https://nl.wikipedia.org/wiki/nl:Grote%20Markt%20(Brussel)?uselang=fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
50.895;4.341389;;BE;;1020;;;;;;;;Atomium;;;;;;;;;;https://fr.wikipedia.org/wiki/fr:Atomium?uselang=fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;attraction;tourism
